j,w,p,q,q0,pr,x1,z1,x2,z2,t
6,0.227091647972544,1.2744396894381387,0.006566348099367354,0.00683960322410255,0.006609750018987103,0.7415128301623706,2.4459326087554976,0.6277782333365372,2.147203470280072,3.0
7,0.6929268368436028,2.537509429225376,0.27764138070533023,0.00683960322410255,0.3843539390326581,0.0008357335557262421,3.186609705362142,0.19700508374947953,2.5779766198671297,3.0
1,0.09123611206942339,2.2672917518014724,0.32671467539932497,0.0024197555426722648,0.48525441373444755,1.4203836069984996,1.7146652165025298,2.172864270852092,3.2645434323621854,4.0
5,0.894175097689468,3.374659712244433,0.3308999124181445,0.0024197555426722648,0.4945447155081024,0.22068081052777086,2.9143680129732585,0.8394718579631164,4.597935845251161,4.0
7,0.5690587122474005,2.5828610951668316,0.24784758765210166,0.0024197555426722648,0.32951777272216687,0.48960379825465516,2.6454450252463744,1.7798076946785226,3.6576000085357547,4.0
10,0.5798036730509275,2.3920889351137173,0.09211806898775655,0.0024197555426722648,0.10146481150300424,1.004380607720104,2.1306682157809256,0.645263879720546,4.792143823493731,4.0
2,0.4487161904562327,2.0554462061135244,0.13863641883984407,0.5034712311349733,0.16094994248757036,2.4464290764042715,1.1783019547584859,0.6101180107761315,0.6539769005735765,5.0
3,0.10390361816074867,1.9284021231938593,0.3504144923070153,0.5034712311349733,0.5394432114243221,0.013306475667904933,3.6114245554948523,0.2666518355100767,0.9974430758396313,5.0
7,0.6753719995640997,2.664548004078215,0.0074778577181674015,0.5034712311349733,0.007534198734999677,1.1649954790905808,2.4597355520721766,0.3873250650634998,0.8767698462862081,5.0
2,0.9712289887301138,4.136482913951858,0.5596142233168282,0.06271076212727787,1.270736369786214,1.18738678274264,1.9878256219148036,0.5980776533780129,1.5647603200183875,6.0
7,0.8643449829223726,2.5630039339647235,0.22966142292426572,0.06271076212727787,0.29813049711845446,0.3026800193286343,2.8725323853288094,1.0022238409068636,1.160614132489537,6.0
10,0.07327466664316407,1.9620379124901475,0.14801359163162825,0.06271076212727787,0.17372764422371959,1.685145602586169,1.4900668020712746,0.5625364791115238,1.6003014942848766,6.0
1,0.4330247420284896,2.1631968944315423,0.01223057634282415,0.04618867144823661,0.012382015529710808,0.400836151761615,3.0135867950998074,0.3472700071448773,3.8390104831356604,7.0
3,0.25267005683755794,2.0927560398144487,0.07702690647041545,0.04618867144823661,0.08345520255150589,0.6285728715149089,2.7858500753465134,1.6343574498123081,2.55192304046823,7.0
4,0.7756766632089438,3.008235422057475,0.3008603210720755,0.04618867144823661,0.4303293464399637,1.5919471700471604,1.8224757768142619,0.9162207645375304,3.2700597257430077,7.0
5,0.11393484643506113,1.4761420961017975,0.05191779592024617,0.04618867144823661,0.05476085902399596,0.4651355812309981,2.949287365630424,0.31392666981675815,3.87235382046378,7.0
6,0.32793818639148786,3.199699664894816,0.4751193879339017,0.04618867144823661,0.9051951568184797,0.17806811478366788,3.236354832077754,0.3166327051314156,3.869647785149122,7.0
10,0.39742050478535473,1.8440895323373416,0.03665634081230049,0.04618867144823661,0.03805115699263224,0.1498630575230717,3.2645598893383507,0.6578728938376488,3.5284075964428894,7.0
1,0.3293457777592881,2.072894463759428,0.31520088348255043,0.01323977249898959,0.46028225764884617,1.321252936481589,6.241171887405359,2.824089874437357,5.557084290000741,8.0
2,0.9913511806286179,2.580841016439383,0.2981475333316544,0.01323977249898959,0.4248008626823477,0.05154084152644927,7.5108839823604985,1.852303825322337,6.528870339115762,8.0
3,0.0019914055565117827,2.2800579802056986,0.2878411924628033,0.01323977249898959,0.4041811874326082,2.2810350898762035,5.2813897340107445,1.7823458928486782,6.59882827158942,8.0
6,0.18527555563139542,1.379738833998161,0.00808999491214163,0.01323977249898959,0.00815597746658898,0.855383184504397,6.707041639382551,1.2698013493333202,7.111372815104778,8.0
8,0.606825623958088,2.6379660460305,0.07725888481711538,0.01323977249898959,0.08372758465825966,0.5024652780511158,7.059959545835833,0.4388483692061998,7.942325795231898,8.0
9,0.4009113587683919,1.8710918579916906,0.00022173849474536138,0.01323977249898959,0.00022178768008227528,2.550747493447194,5.011677330439754,0.21378485329020658,8.167389311147891,8.0
1,0.7514307277794277,3.268496092534078,0.4425857886127227,0.13138378982770324,0.7939980350752005,8.230488734238211,3.7662316509166303,0.39358316947847083,3.176800415864025,9.0
6,0.11863877971902892,1.3703462636151507,0.08477683311697513,0.13138378982770324,0.09262968441244923,1.9663641732661659,10.030356211888675,0.31117532058155856,3.2592082647609373,9.0
7,0.18640047379690872,1.890147160792513,0.028210886674320593,0.13138378982770324,0.029029844641985623,0.24758896190649796,11.749131423248343,0.8358890316631291,2.734494553679367,9.0
9,0.9823090034627997,2.910260493547235,0.3050682544960737,0.13138378982770324,0.43899024119272434,1.3456539058652632,10.651066479289579,1.5813867992064319,1.988996786136064,9.0
10,0.36643202637824257,1.8287237483107353,0.007974447272204739,0.13138378982770324,0.008038550267883951,0.20662460987870213,11.79009577527614,0.4483492644129051,3.1220343209295907,9.0
3,0.1364180660216865,1.9256665979589813,0.33950584606169865,0.04178993532851968,0.5140179423637649,1.3623174172136565,1.962067759383325,0.6467109496401834,4.115933325601546,10.0
5,0.5992332162550731,2.259127113037482,0.008528805852929238,0.04178993532851968,0.008602172596356462,0.7497088927775485,2.574676283819433,0.6352588598858993,4.12738541535583,10.0
9,0.7541475651940126,4.072464887121215,0.6093494350810968,0.04178993532851968,1.559832468745835,0.28896979030752956,3.035415386289452,3.2779500543062237,1.4846942209355052,10.0
10,0.43795940221239493,2.2306577828663374,0.000825977675755651,0.04178993532851968,0.0008266605162947332,0.9233890762982472,2.4009961002987343,0.20272441140942324,4.559919863832306,10.0
1,0.971410455517048,3.216627158201837,0.3641820752260942,0.047876718501751,0.5727773016135475,3.905950272790613,3.4431102390219337,0.029154873214161794,2.9652030878854956,11.0
2,0.9828069367297025,3.186621696712197,0.2177928289068152,0.047876718501751,0.27843368991815065,0.2658985036317261,7.08316200818082,1.735626830308253,1.2587311307914046,11.0
3,0.13149766315272426,1.7761442756301644,0.10901074309427451,0.047876718501751,0.12234798823630183,3.092691739873453,4.256368771939094,0.274149762398896,2.7202081987007616,11.0
6,0.6484764930736555,2.7553922810493567,0.261137634271065,0.047876718501751,0.353432041469779,0.08451999551675425,7.264540516295792,0.9554264951783469,2.0389314659213107,11.0
1,0.8226831809737776,3.514050365937018,0.4602664349632448,0.05347305515899416,0.8527660032576773,0.0711691030930405,5.10696355986324,4.51925389629378,8.216479935233359,12.0
2,0.9531236478843801,2.5265222209310436,0.028038968942058,0.05347305515899416,0.02884783329203524,2.2522884275336343,2.9258442354226455,0.2787793457968336,12.456954485730305,12.0
5,0.9929619029063472,3.7847950437523843,0.45124689154830966,0.05347305515899416,0.8223131397803535,0.35480771912686554,4.823324943829414,5.298762017069937,7.436971814457201,12.0
6,0.08694015864864357,1.4899760987692003,0.003837449372745994,0.05347305515899416,0.003852232303974238,1.4912156617432413,3.686917001213039,1.0462704376476084,11.68946339387953,12.0
7,0.21987742582010172,1.8645463908168798,0.0028391880864688593,0.05347305515899416,0.0028472720276684588,0.46126737316876565,4.716865289787514,0.7101506827278632,12.025583148799274,12.0
9,0.8697105442881186,2.5763854007122924,0.00029801192817858823,0.05347305515899416,0.00029810077899491733,0.5473843782907325,4.630748284665548,0.8825174519911168,11.853216379536022,12.0
3,0.5087945660774649,2.4909455432885306,0.004549958112496944,0.004744907217303302,0.0045707548559081514,0.5735888163652447,3.954330978100254,0.2334060068441028,4.668832168891733,13.0
4,0.7502842571082085,2.102535734545854,0.013747433958943537,0.004744907217303302,0.01393906026968054,0.7291898338398872,3.7987299606256113,0.04159010255915186,4.860648073176684,13.0
5,0.746994918656692,2.606349842318923,0.3498364716327189,0.004744907217303302,0.5380745871326229,0.27249696083342906,4.255422833632069,2.567488324442586,2.334749851293249,13.0
7,0.4428726382991113,3.2429243354926305,0.6159851953635812,0.004744907217303302,1.6040662702065682,1.035426901085272,3.4924928933802266,1.860558237764525,3.0416799379713106,13.0
8,0.952618321435772,2.438594874701697,0.01113603371495614,0.004744907217303302,0.01126144507831978,1.9172172823416656,2.610702512123833,0.19919550412546977,4.7030426716103655,13.0
2,0.9330350299399772,2.9563381357156007,0.11547185190168685,0.022217840104465984,0.13054627158261825,0.37677915086623276,3.5107472782795086,2.2683562213958006,6.652428239522596,14.0
4,0.7048668722867073,6.76578870429571,0.8111996325730865,0.022217840104465984,4.296599850116613,1.849504215079192,2.038022214066549,5.472113134974165,3.4486713259442308,14.0
6,0.821744200540639,1.916485596592624,0.04772214593033509,0.022217840104465984,0.050113678196002126,1.6162648976148575,2.271261531530884,0.7477268506533161,8.17305761026508,14.0
7,0.44837126659932314,2.1762701314370125,0.003388529490425735,0.022217840104465984,0.0034000506637615635,0.0449781655854594,3.842548263560282,0.43258825389511457,8.488196207023282,14.0
2,0.4652591274728395,1.5173453173673035,0.04152300754190318,0.0015671616485549442,0.04332186151858459,2.422930910391388,5.379619593015294,0.19125746200371904,3.1352416640790577,15.0
4,0.6447938901226551,2.608733008438043,0.11066917494471114,0.0015671616485549442,0.12444095244618579,0.8108916857545262,6.991658817652156,0.5613368100991972,2.7651623159835794,15.0
5,0.3692478298633659,2.265818462025456,0.08501091352126382,0.0015671616485549442,0.092909210350881,3.388355991129699,4.414194512276983,0.3552042426110208,2.971294883471756,15.0
6,0.3468687178431138,5.084580014943412,0.7567486045698057,0.0015671616485549442,3.1109733336033565,0.7614260928832676,7.041124410523414,1.5124855387961882,1.8140135872865886,15.0
7,0.4529821335224371,1.7433091986971658,0.004481137773761086,0.0015671616485549442,0.004501310008719144,0.41894582324780183,7.38360468015888,0.7062150725726517,2.620284053510125,15.0
3,0.5042947970108946,2.659007389024156,0.1875583094549662,0.046693628658586284,0.23085756372947436,0.6527862638485947,0.3740042165930767,0.9805331234289136,3.718540748441489,16.0
4,0.8749997489979606,3.40892297248337,0.5147751293868458,0.046693628658586284,1.060900131990563,0.02296421652441963,1.0038262639172517,1.6472878503421293,3.0517860215282733,16.0
5,0.2481522799849767,2.4751269263639473,0.21017242497858804,0.046693628658586284,0.2660991248480796,0.04432286444316855,0.9824676159985029,1.5923902096758829,3.10668366219452,16.0
7,0.9183815200485228,2.840553115261254,0.004260842829517408,0.046693628658586284,0.004279075299864345,0.021845481784904433,1.004944998656767,0.09475439952516733,4.604319472345235,16.0
9,0.8916170417908265,2.179487175264344,0.03653966469149637,0.046693628658586284,0.037925447841656725,0.2848716538405842,0.7419188266010872,0.3841082888983094,4.314965582972094,16.0
2,0.2859288087068359,2.295452124216382,0.05973961984831256,0.0425834444440718,0.06353518822916165,0.07579833893147314,4.946728493266618,1.1589771926841246,5.4530007518784345,17.0
5,0.3801662438138944,1.520863188932516,0.012470117284559245,0.0425834444440718,0.01262758487719413,1.4358660424500203,3.5866607897480707,0.07583367990435991,6.5361442646581995,17.0
6,0.8490587327928305,2.4265158082466853,0.0024231743004064065,0.0425834444440718,0.002429060337170713,0.5926981708229402,4.429828661375151,0.4262155309440256,6.185762413618534,17.0
9,0.8618363628811101,2.4234781396731693,0.0031668912016113637,0.0425834444440718,0.003176956045889728,0.20202991377289203,4.820496918425199,1.1738574368969557,5.438120507665603,17.0
10,0.47325840756405135,9.21482637004677,0.8796167529210387,0.0425834444440718,7.306803667714034,2.716134366220765,2.306392465977326,3.777094104133093,2.834883840429466,17.0
4,0.9994580811880198,2.1967248031070716,0.017894460629559645,0.08445589803074892,0.018220506793656277,1.0026705800551476,4.491193600365991,0.3353995873539971,5.0910936976049355,18.0
5,0.725155290278477,2.3452619093596807,0.06133528272194488,0.08445589803074892,0.06534312155406541,0.23388495348912947,5.259979226932009,0.14950229665943995,5.2769909882994925,18.0
6,0.6590962331730053,1.8760474335085207,0.0853672886156294,0.08445589803074892,0.09333504864345524,2.729059604265945,2.7648045761551927,0.7124263020138798,4.714066982945053,18.0
8,0.1792898123053681,2.5749928368628394,0.537843423382311,0.08445589803074892,1.1637688533131083,1.3952169178972444,4.098647262523894,1.8497168150602439,3.5767764698986886,18.0
10,0.8115910377876616,2.611927123989454,0.21310364661980627,0.08445589803074892,0.27081539483513223,0.13303212471367096,5.360832055707467,2.3794482838713717,3.047045001087561,18.0
1,0.32553621441816305,1.6564562938373284,0.1821374537320124,0.040500721641724316,0.22269934537452216,2.5291945654267245,4.546210926096291,1.3680861083699185,2.6176352518681902,19.0
4,0.07197653857937447,2.9778558833104793,0.4781428303559277,0.040500721641724316,0.916233134463082,3.5511369716615837,3.5242685198614314,0.9900530424223978,2.995668317815711,19.0
5,0.49777559147587547,2.0262762066596287,0.17009175521352982,0.040500721641724316,0.2049524829134014,0.6911849990217674,6.384220492501248,0.2164655290632373,3.7692558311748714,19.0
9,0.6814514173938351,2.552054025065506,0.12912723905680568,0.040500721641724316,0.14827336995441281,0.3038889554129398,6.7715165361100755,1.4111166803825552,2.574604679855553,19.0
2,0.9168854053482396,3.3207984257209167,0.30103668815487594,0.5773126951871363,0.43069025814898565,0.17589406000122382,0.415576276733907,0.34290385526053757,0.03245072037575364,20.0
5,0.37701467928913,1.7308561344489215,0.12165061665798774,0.5773126951871363,0.13849912002714185,0.41557627673390707,0.17589406000122376,0.03245072037575364,0.34290385526053757,20.0
2,0.5856841758906874,2.9203595099557145,0.2970866552698077,0.02602131658503723,0.42265046952998603,0.1445283863846828,5.041089233200737,4.447960367157146,3.1199199251189143,21.0
6,0.8577061537978588,1.9111893877421686,0.011947538437251529,0.02602131658503723,0.012092008193632108,1.274518900513464,3.9110987190719557,0.0006778604537518211,7.567202431822309,21.0
7,0.7852235642182384,2.111379241401574,0.0019283308177036002,0.02602131658503723,0.001932056461828196,0.6945409990596837,4.491076620525736,0.9082355087184457,6.6596447835576145,21.0
8,0.7306107068914027,2.192201316738679,0.0380594825939872,0.02602131658503723,0.039565318131346686,2.3631076859106295,2.8225099336747905,1.0772855956989098,6.49059469657715,21.0
9,0.8964845987177918,3.8521293486870922,0.6249566762962127,0.02602131658503723,1.666358622579477,0.708921647716959,4.476695971868461,1.1337209602478078,6.434159332028252,21.0
1,0.6092820156547016,2.6561232404790265,0.13728845744889134,0.050628409239446885,0.15913599237518944,0.2209715358387786,2.373907044324785,0.05505926725047479,2.4663933708205916,22.0
2,0.5017845347611085,4.16112538166041,0.7223043776503332,0.050628409239446885,2.6010650261676376,2.060298380768115,0.5345801993954491,1.552430352448007,0.9690222856230593,22.0
5,0.10232690871387051,1.5106236837697764,0.07686954515000224,0.050628409239446885,0.08327051181618322,0.28767673900304197,2.3072018411605217,0.3051377042030254,2.216314933868041,22.0
9,0.0802347177729954,1.9252898415345236,0.01290921051132638,0.050628409239446885,0.013078037652993752,0.02593192455362822,2.5689466556099356,0.6088253141695592,1.912627323901507,22.0
5,0.23639339028038098,1.8281465017254872,0.019524158799154315,0.8995231915850851,0.01991294242270646,0.6633348567152045,2.172810244382637,0.03890432128757386,1.4590159166041494,23.0
6,0.9439696925404226,2.429146850183665,0.06276802815816619,0.8995231915850851,0.06697171101097567,0.8148108794078689,2.0213342216899726,1.396977905429987,0.10094233246173645,23.0
8,0.9892767888932263,2.955021798828501,0.018184621457594412,0.8995231915850851,0.0185214267550457,1.357999364974768,1.4781457361230734,0.06203801117416255,1.4358822267175608,23.0
6,0.11521334442307873,2.326541186189135,0.20439708967194786,0.5793805744339376,0.2569084238235831,2.1548398139260527,0.4212929664817242,2.1441974772971637,0.9528288961659399,24.0
8,0.8097661823835787,2.142694621282467,0.21622233589411452,0.5793805744339376,0.27587203081496764,0.42129296648172443,2.1548398139260527,0.9528288961659397,2.1441974772971637,24.0
1,0.2711008979578904,2.2679571187120344,0.003300917527027711,0.013530165527047566,0.003311849675590977,1.5794499219863478,10.22645341293371,0.4841020410105419,6.079435632461023,25.0
3,0.048623667776982904,3.1500289001301542,0.5312829391450387,0.013530165527047566,1.1334832524595437,7.661733187802423,4.1441701471176335,1.3051363143528294,5.258401359118736,25.0
4,0.8108903920709698,2.704479893757171,0.031045776874697367,0.013530165527047566,0.03204050008508674,1.132252867430007,10.67365046749005,1.488807554000252,5.074730119471313,25.0
5,0.576704802242658,1.887357696036543,0.005984558796473071,0.013530165527047566,0.006020591417392075,0.005305862962491477,11.800597471957566,0.062465226001435024,6.50107244747013,25.0
6,0.9369171795420255,2.4569722340531515,0.0005827728406356089,0.013530165527047566,0.0005831136741646438,0.5925811250483247,11.213322209871732,0.03358265924385598,6.529955014227709,25.0
9,0.6461830380546594,2.920419748299559,0.41427286928908,0.013530165527047566,0.7072796317367395,0.8345803696904645,10.971322965229593,3.1894438788626513,3.3740937946089136,25.0
3,0.4280790230228597,4.930792941697648,0.7619669806192327,0.019731547631543615,3.2010977869381545,0.834570510754138,2.3531918685668924,1.2615768657259656,1.43636558305523,26.0
6,0.5077546772532904,2.060747259169321,0.06300151680329738,0.019731547631543615,0.06723758675764453,0.6726433023316608,2.5151190769893694,0.29756253721117254,2.400379911570023,26.0
7,0.3579343496419909,2.2729640605300556,0.15293455000570003,0.019731547631543615,0.1805463202565758,1.000385722880701,2.187376656440329,0.9421762197740716,1.7557662290071239,26.0
10,0.6896020040409301,2.0249157294163616,0.0023654049402263818,0.019731547631543615,0.0023710133475106153,0.6801628433545309,2.5075995359664995,0.1966268260699861,2.5013156227112097,26.0
1,0.7660097508994546,2.0676634485521657,3.894009780018928e-5,0.5624289727997356,3.894166899995027e-5,1.0289339040994774,1.4270413072710788,0.21055366286851634,2.876254603116803,27.0
2,0.9214893731136877,2.6675627838177154,0.007320608667369962,0.5624289727997356,0.007374595198885342,0.20733204885484316,2.248643162515713,0.11137897742290416,2.9754292885624154,27.0
5,0.9937289461087746,2.450672568382343,0.15212040280284667,0.5624289727997356,0.17941274128367066,0.7097962731868859,1.7461789381836703,0.5552462191485542,2.5315620468367652,27.0
7,0.08094794255675919,1.7350835156376714,0.2692839333996439,0.5624289727997356,0.36852061383719276,0.3066867666752202,2.149288444695336,0.7442481838653879,2.3425600821199315,27.0
10,0.21293442497418358,1.6664685256817973,0.008807142232603773,0.5624289727997356,0.008885397963156405,0.20322621855412937,2.252748992816427,1.4653812226799567,1.6214270433053628,27.0
1,0.3308590666808109,2.2860581765025416,0.0018030181074009156,0.016787335520478144,0.001806274897510602,0.5793640528247497,4.332324942945353,0.21296901639408103,5.599511224630175,28.0
2,0.9037125915302955,2.338657261164889,0.02148290006758279,0.016787335520478144,0.02195454805792581,1.0550457042517625,3.85664329151834,0.8895668054343396,4.922913435589916,28.0
3,0.5171410052386367,7.811882744366892,0.8463590089266315,0.016787335520478144,5.508679683879199,1.5809985960011743,3.3306903997689283,3.3059950106979583,2.506485230326297,28.0
4,0.2588847999346482,1.4832593432278012,0.08065442749831213,0.016787335520478144,0.08773026159971474,0.30230693682280335,4.6093820589473,0.21844996366103273,5.594030277363223,28.0
5,0.6084491058200929,2.3245436996753805,0.030963029904998225,0.016787335520478144,0.03195237216171337,1.3232975490156544,3.588391446754448,1.1122255602082816,4.7002546808159735,28.0
9,0.46159680348369614,2.1013635204634276,0.0019502799745963362,0.016787335520478144,0.001954096403013239,0.07067615685395796,4.841012838916145,0.07327388462856234,5.739206356395693,28.0
3,0.48605895847869185,2.2028624160496006,0.10914155666891116,0.17849862608286643,0.12251279368838063,0.5479447710108136,2.5526823826521015,0.7398152656947306,3.0475986311371006,29.0
10,0.6835040768646068,4.980351326961934,0.7123598172482224,0.17849862608286643,2.476565723267753,2.5526823826521015,0.5479447710108136,3.0475986311371006,0.7398152656947303,29.0
3,0.26961404028678326,1.5911220364726004,0.14439878042840035,0.034941394227774696,0.16876878762822484,0.23368515710030452,0.8832921037498938,1.0367798694146773,3.2824941022810528,30.0
4,0.7183295007484587,4.587109645753309,0.7216123699375541,0.034941394227774696,2.5921136287990634,0.8171047957804956,0.29987246506970267,2.651616996052805,1.6676569756429251,30.0
7,0.5771760661327505,2.6228031596253185,0.09904745540627091,0.034941394227774696,0.10993637346107564,0.06618730796939816,1.0507899528808,0.6308771062282481,3.6883968654674817,30.0
1,0.8669111537945515,3.2796903385881024,0.3103728890259959,0.03803794946019587,0.4500590096298551,0.8857062705094686,2.7105456519088045,0.812615403696433,1.0250291048718798,31.0
2,0.4563860860609683,2.0890675898101,0.010198476757716136,0.03803794946019587,0.010303557767787526,0.7809937392010311,2.815258183217242,0.2294230346516419,1.608221473916671,31.0
10,0.054258647961938467,2.952281523520602,0.641390684756092,0.03803794946019587,1.7885499832350964,1.9295519127077734,1.6667000097104996,0.7956060702202378,1.042038438348075,31.0
1,0.11727820745057049,1.7630152596907676,0.35364891244403807,0.46920800477709185,0.5471467740136706,0.6282886823909377,2.4129076577765476,0.9197259618581289,3.151548610036606,32.0
2,0.17391652049905026,1.8637750259842154,0.03392362150738956,0.46920800477709185,0.03511484419189577,2.0488788169207024,0.9923175232467831,2.024374288224472,2.0469002836702628,32.0
3,0.70876165865143,2.0033364203262227,0.1432194612714804,0.46920800477709185,0.16716003084059977,0.3640288408558458,2.67716749931164,1.1271743218121342,2.9441002500826006,32.0
2,0.2908141066096308,3.016815377681461,0.6019465228325024,0.37363058622673045,1.512225259606574,3.0435074317598194,0.4300297288416277,0.6168126152293857,0.3000762689327162,33.0
5,0.13780690266776596,2.062812154515917,0.024422890940767144,0.37363058622673045,0.025034306544935363,0.43002972884162755,3.0435074317598194,0.3000762689327162,0.6168126152293857,33.0
2,0.8669034713809454,3.0919348886030895,0.5209838203826828,0.12001478041310865,1.0876121568840296,1.4117824574306543,5.339004871105805,2.451242174511533,3.097814975855864,34.0
3,0.6238379060037089,2.0184890703752165,0.1115556818060453,0.12001478041310865,0.1255629413395231,2.2455400468997078,4.505247281636752,0.07731775353788531,5.471739396829512,34.0
4,0.7754749558110883,2.6549728575389255,0.1492594079540452,0.12001478041310865,0.17544643980023752,2.241490204908858,4.5092971236276025,1.839393436019746,3.709663714347651,34.0
10,0.38685638494307617,1.935356138678836,0.09818630944411808,0.12001478041310865,0.10887649020586783,0.8519746192972407,5.89881270923922,1.181103786298233,4.367953364069164,34.0
2,0.6505143144416372,2.5341641171861964,0.03330850414882208,0.01629873802550523,0.0344561894749241,0.8159289456028679,5.57843737372428,0.1714059567174291,3.6695172205739217,35.0
6,0.8902196580675412,2.9121137931030514,0.08996875497942208,0.01629873802550523,0.09886336921772078,2.354098703834173,4.040267615492974,0.7039006616649277,3.137022515626423,35.0
7,0.4990045771121696,8.631306562441699,0.8604240028462506,0.01629873802550523,6.164555655457308,3.224338669890106,3.1700276494370416,2.965616558908994,0.8753066183823566,35.0
3,0.21951261832162539,1.9013474502158023,0.22159168587960562,0.4947305367775546,0.28467281492377855,0.050793274513552075,2.7581555751265747,0.7865959558611518,1.5115116959188115,36.0
6,0.0388962301123037,2.0225052286897576,0.07867095394391195,0.4947305367775546,0.08538855432107662,0.6360634067793659,2.172885442860761,0.18203908171472613,2.116068570065237,36.0
7,0.8915230975243593,2.7429317092944365,0.16438427404604752,0.4947305367775546,0.19672233405215084,0.8615902263106308,1.947358623329496,0.562592345394423,1.7355153063855402,36.0
8,0.5801649947144949,2.219647997417242,0.0032194993282793146,0.4947305367775546,0.003229897983578611,0.6139726878767233,2.194976161763403,0.19271358616996087,2.1053940656100023,36.0
10,0.09426818457361752,2.018630014273693,0.03740305002460106,0.4947305367775546,0.03885639853111761,0.6465292541598546,2.162419595480272,0.5741666826397013,1.723940969140262,36.0
3,0.9988402599244146,2.997722491843901,0.2845870225945571,0.025612332063635147,0.39779404559183684,0.5775922750768914,0.5649989937727642,1.6333953508734806,3.143864073914191,37.0
5,0.12287347303044638,2.1684462068395582,0.3996396183682556,0.025612332063635147,0.6656662084458378,0.33194962271815087,0.8106416461315047,2.0366585507659494,2.7406008740217223,37.0
7,0.8006528345150035,2.845721931498196,0.16922236049914388,0.025612332063635147,0.20369152042269684,0.16498193392552782,0.9776093349241277,0.8003210880265128,3.976938336761159,37.0
8,0.11245491650833372,1.6879946807144321,0.12093866647440837,0.025612332063635147,0.1375770516395016,0.06806743712908549,1.07452383172057,0.3068844351217294,4.470374989665943,37.0
1,0.17028607839611043,2.5466178303348097,0.5528676900447159,0.0009840743947016931,1.236474480128685,5.266999765378614,2.6549535556693895,1.6444626596212824,7.257907413913653,38.0
2,0.6184970744955232,3.1314787832059765,0.4414419449085412,0.0009840743947016931,0.7903241944158713,0.11965634568905234,7.802296975358951,4.00292406097848,4.899446012556456,38.0
3,0.041040952118463814,1.7508657619563428,0.0018831689719850178,0.0009840743947016931,0.0018867219883999002,0.7984621726685883,7.123491148379415,2.121377050996621,6.780993022538315,38.0
4,0.8302730759722645,2.456387769754934,0.0008341874661305756,0.0009840743947016931,0.0008348839165313711,0.5690261056060598,7.352927215441944,0.039264393791596096,8.86310567974334,38.0
5,0.6104579270235841,2.0865652468370173,0.0018490317719045025,0.0009840743947016931,0.0018524570241112792,0.8460184694427028,7.075934851605301,0.2724532414006083,8.629916832134327,38.0
8,0.8520632483524528,2.6257731561085325,0.00013990244202092398,0.0009840743947016931,0.0001399222073664094,0.3217904622629863,7.600162858785017,0.821888666746348,8.080481406788588,38.0
1,0.0650754637530262,1.7966858138546211,0.0034739573221455027,0.8292956581365633,0.003486067773088033,1.5392371778807175,0.34944412083345755,0.061145811740629503,0.6913445248526294,39.0
5,0.9525178765125335,2.9131894223988897,0.1627842665171827,0.8292956581365633,0.19443526921716892,0.21012893717446338,1.6785523615397115,0.4083291446647857,0.3441611919284732,39.0
6,0.5862769309306812,2.0097152132336515,0.004446118024108492,0.8292956581365633,0.004465974311556784,0.1393151836589941,1.749366115055181,0.2830153801878437,0.4694749564054152,39.0
1,0.9671202054290773,3.4448816095708854,0.3739009358263382,0.0011747869606792954,0.5971913469157182,4.721872833073416,0.25899549776034547,1.7717958247514796,3.6530184673747454,40.0
